genome_refseq_accession,protein_name,protein_refseq_accession
GCF_902635505.1,RAPGEF2,XP_031798195.1
GCF_011100685.1,RAPGEF2,XP_013974873.1
GCF_004115215.2,RAPGEF2,XP_016084060.2
GCF_004115215.2,RAPGEF2,XP_016084056.2
GCF_005870125.1,RAPGEF2,XP_021392235.1
GCF_016699485.2,RAPGEF2,XP_040555641.1
GCF_004115215.2,RAPGEF2,XP_028932397.1
GCF_016699485.2,RAPGEF2,XP_040555642.1
GCF_000955945.1,RAPGEF2,XP_011941905.1
GCF_016699485.2,RAPGEF2,XP_040526648.1
GCF_016699485.2,RAPGEF2,XP_040526649.1
GCF_016699485.2,RAPGEF2,XP_046796647.1
GCF_000247695.1,RAPGEF2,XP_012922453.1
GCF_016699485.2,RAPGEF2,XP_046772638.1
GCF_006547405.1,RAPGEF2,XP_030721583.1
GCF_023065955.2,RAPGEF2,XP_048068115.1
GCF_006547405.1,RAPGEF2,XP_030721586.1
GCF_000622305.1,RAPGEF2,XP_029412579.1
GCF_000247695.1,RAPGEF2,XP_012922454.1
GCF_023065955.2,RAPGEF2,XP_044240338.2
GCF_000955945.1,RAPGEF2,XP_011941911.1
GCF_018350175.1,RAPGEF2,XP_019684331.1
GCF_023065955.2,RAPGEF2,XP_048068117.1
GCF_000955945.1,RAPGEF2,XP_011941912.1
GCF_011100685.1,RAPGEF2,XP_003639545.1
GCF_009762305.2,RAPGEF2,XP_027453693.1
GCF_004115215.2,RAPGEF2,XP_016084058.2
GCF_023065955.2,RAPGEF2,XP_048068120.1
GCF_011764305.1,RAPGEF2,XP_012903733.2
GCF_016699485.2,RAPGEF2,XP_040555645.1
GCF_023065955.2,RAPGEF2,XP_026355368.2
GCF_006547405.1,RAPGEF2,XP_030721584.1
GCF_002863925.1,RAPGEF2,XP_023492140.1
GCF_016699485.2,RAPGEF2,XP_040526651.1
GCF_015220235.1,RAPGEF2,XP_037686862.1
GCF_018350175.1,RAPGEF2,XP_023108487.1
GCF_011100685.1,RAPGEF2,XP_022259267.1
GCF_014108235.1,RAPGEF2,XP_036170716.1
GCF_018350175.1,RAPGEF2,XP_019684329.1
GCF_004329235.1,RAPGEF2,XP_028598864.1
GCF_002863925.1,RAPGEF2,XP_023492143.1
GCF_009762305.2,RAPGEF2,XP_027453692.1
GCF_000004195.4,RAPGEF2,XP_012811962.1
GCF_005870125.1,RAPGEF2,XP_021392236.1
GCF_018350175.1,RAPGEF2,XP_019684330.1
GCF_023065955.2,RAPGEF2,XP_026355367.2
GCF_000004195.4,RAPGEF2,XP_012811954.1
GCF_011100685.1,RAPGEF2,XP_013974874.1
GCF_011764305.1,RAPGEF2,XP_012903736.2
GCF_001890085.2,RAPGEF2,XP_019523055.1
GCF_015220235.1,RAPGEF2,XP_037686861.1
GCF_000004195.4,RAPGEF2,XP_012811948.1
GCF_014108235.1,RAPGEF2,XP_036170715.1
GCF_000004195.4,RAPGEF2,XP_012811943.1
GCF_015220235.1,RAPGEF2,XP_037686860.1
GCF_000004195.4,RAPGEF2,NP_001120522.1
GCF_000004195.4,RAPGEF2,KAE8630026.1
GCF_014108235.1,RAPGEF2,XP_036170705.1
GCF_000004195.4,RAPGEF2,XP_012811950.1
GCF_015220235.1,RAPGEF2,XP_037686859.1
GCF_015220235.1,RAPGEF2,XP_037686858.1
GCF_009762305.2,RAPGEF2,XP_027453689.1
GCF_001890085.2,RAPGEF2,XP_019523052.1
GCF_000004195.4,RAPGEF2,KAE8630030.1
GCF_023065955.2,RAPGEF2,XP_026355364.2
GCF_027595985.1,RAPGEF2,XP_055000298.1
GCF_027595985.1,RAPGEF2,XP_055000297.1
GCF_023065955.2,RAPGEF2,XP_048068116.1
GCF_000151735.1,RAPGEF2,XP_003476886.2
GCF_000247695.1,RAPGEF2,XP_021103120.1
GCF_000004195.4,RAPGEF2,XP_012811960.1
GCF_000004195.4,RAPGEF2,KAE8630025.1
GCF_000004195.4,RAPGEF2,KAE8630032.1
GCF_011764305.1,RAPGEF2,XP_012903734.2
GCF_000004195.4,RAPGEF2,KAE8630031.1
GCF_027595985.1,RAPGEF2,XP_055000301.1
GCF_014570535.1,RAPGEF2,XP_017507920.1
GCF_000004195.4,RAPGEF2,KAE8630029.1
GCF_000004195.4,RAPGEF2,KAE8630027.1
GCF_014570535.1,RAPGEF2,XP_017507927.1
GCF_014570535.1,RAPGEF2,XP_017507929.1
GCF_000151735.1,RAPGEF2,XP_013015695.1
GCF_000151735.1,RAPGEF2,XP_013015696.1
GCF_902635505.1,RAPGEF2,XP_023361668.1
GCF_002099425.1,RAPGEF2,XP_020825367.1
GCF_019393635.1,RAPGEF2,XP_043826226.1
GCF_027887165.1,RAPGEF2,XP_056658810.1
GCF_027887165.1,RAPGEF2,XP_007496231.1
GCF_902635505.1,RAPGEF2,XP_031798196.1
GCF_027887165.1,RAPGEF2,XP_056658807.1
GCF_004115215.2,RAPGEF2,XP_016084059.2
GCF_000151735.1,RAPGEF2,XP_023416146.1
GCF_027887165.1,RAPGEF2,XP_056658809.1
GCF_002099425.1,RAPGEF2,XP_020825364.1
GCF_000622305.1,RAPGEF2,XP_008852553.1
GCF_027887165.1,RAPGEF2,XP_007496228.1
GCF_027887165.1,RAPGEF2,XP_056658808.1
GCF_000001635.27,RAPGEF2,XP_006502315.1
GCF_907164565.1,RAPGEF2,XP_055452527.1
GCF_014176215.1,RAPGEF2,XP_036089892.1
GCF_014176215.1,RAPGEF2,XP_036089891.1
GCF_014176215.1,RAPGEF2,XP_036089889.1
GCF_000622305.1,RAPGEF2,XP_017659012.1
GCF_006547405.1,RAPGEF2,XP_030721587.1
GCF_000001635.27,RAPGEF2,XP_036019282.1
GCF_017639785.1,RAPGEF2,XP_040608560.1
GCF_020740685.1,RAPGEF2,XP_044987837.1
GCF_000247695.1,RAPGEF2,XP_021103123.1
GCF_004115215.2,RAPGEF2,XP_039769747.1
GCF_004115215.2,RAPGEF2,XP_028932399.1
GCF_015852505.1,RAPGEF2,XP_038610860.1
GCF_023159225.1,RAPGEF2,XP_048220211.1
GCF_000247695.1,RAPGEF2,XP_021103124.1
GCF_011100685.1,RAPGEF2,XP_005629443.1
GCF_028641065.1,RAPGEF2,XP_055501955.1
GCF_002863925.1,RAPGEF2,XP_023492141.1
GCF_002863925.1,RAPGEF2,XP_023492142.1
GCF_009762305.2,RAPGEF2,XP_027453691.1
GCF_014108235.1,RAPGEF2,XP_036170713.1
GCF_023065955.2,RAPGEF2,XP_026355365.2
GCF_009762305.2,RAPGEF2,XP_027453690.1
GCF_023065955.2,RAPGEF2,XP_026355366.2
GCF_027595985.1,RAPGEF2,XP_055000300.1
GCF_000001635.27,RAPGEF2,EDL15466.1
GCF_011764305.1,RAPGEF2,XP_012903735.2
GCF_001890085.2,RAPGEF2,XP_019523054.1
GCF_000955945.1,RAPGEF2,XP_011941917.1
GCF_014570535.1,RAPGEF2,XP_017507926.1
GCF_014570535.1,RAPGEF2,XP_017507925.1
GCF_014570535.1,RAPGEF2,XP_036848833.1
GCF_027887165.1,RAPGEF2,XP_007496230.1
GCF_000247695.1,RAPGEF2,XP_021103122.1
GCF_002099425.1,RAPGEF2,XP_020825366.1
GCF_028641065.1,RAPGEF2,XP_055501935.1
GCF_002099425.1,RAPGEF2,XP_020825365.1
GCF_000004195.4,RAPGEF2,KAE8630033.1
GCF_902635505.1,RAPGEF2,XP_023361667.1
GCF_014176215.1,RAPGEF2,KAF6402264.1
GCF_019393635.1,RAPGEF2,XP_043826225.1
GCF_027887165.1,RAPGEF2,XP_007496227.1
GCF_027887165.1,RAPGEF2,XP_056658806.1
GCF_006547405.1,RAPGEF2,XP_030721588.1
GCF_002099425.1,RAPGEF2,XP_020825363.1
GCF_028641065.1,RAPGEF2,XP_055501944.1
GCF_902635505.1,RAPGEF2,XP_023361665.1
GCF_902635505.1,RAPGEF2,XP_023361666.1
GCF_019393635.1,RAPGEF2,XP_043826221.1
GCF_002204375.1,RAPGEF2,XP_021516958.1
GCF_019393635.1,RAPGEF2,XP_043826223.1
GCF_019393635.1,RAPGEF2,XP_043826222.1
GCF_019393635.1,RAPGEF2,XP_043826224.1
GCF_004329235.1,RAPGEF2,XP_028598866.1
GCF_000001635.27,RAPGEF2,NP_001297465.2
GCF_907164565.1,RAPGEF2,XP_055452528.1
GCF_002204375.1,RAPGEF2,XP_021516961.1
GCF_000001635.27,RAPGEF2,NP_001093094.2
GCF_000001635.27,RAPGEF2,XP_030108729.1
GCF_000001635.27,RAPGEF2,AAH67056.1
GCF_000151735.1,RAPGEF2,XP_023416147.1
GCF_023065955.2,RAPGEF2,XP_044240343.2
GCF_014108235.1,RAPGEF2,XP_036170706.1
GCF_020740685.1,RAPGEF2,XP_044987838.1
GCF_000622305.1,RAPGEF2,XP_017659011.1
GCF_020740685.1,RAPGEF2,XP_004655954.1
GCF_023159225.1,RAPGEF2,XP_048220214.1
GCF_017639785.1,RAPGEF2,XP_040608562.1
GCF_017639785.1,RAPGEF2,XP_040608564.1
GCF_017639785.1,RAPGEF2,XP_040608563.1
GCF_011764305.1,RAPGEF2,XP_012903737.2
GCF_000004195.4,RAPGEF2,XP_012811968.1
GCF_004115215.2,RAPGEF2,XP_028932401.1
GCF_000004195.4,RAPGEF2,KAE8630035.1
GCF_002204375.1,RAPGEF2,XP_021516959.1
GCF_015852505.1,RAPGEF2,XP_038610862.1
GCF_000004195.4,RAPGEF2,KAE8630034.1
GCF_014176215.1,RAPGEF2,XP_036089895.1
GCF_000090745.2,RAPGEF2,XP_008110125.1
GCF_000090745.2,RAPGEF2,XP_008110126.1
GCF_015852505.1,RAPGEF2,XP_038610861.1
GCF_000004195.4,RAPGEF2,KAE8630037.1
GCF_016699485.2,RAPGEF2,XP_004940967.2
GCF_016699485.2,RAPGEF2,XP_040526652.1
GCF_016699485.2,RAPGEF2,XP_040555646.1
GCF_004329235.1,RAPGEF2,XP_028598868.1
GCF_004329235.1,RAPGEF2,XP_028598867.1
GCF_016699485.2,RAPGEF2,XP_040526653.1
GCF_000004195.4,RAPGEF2,KAE8630036.1
GCF_005870125.1,RAPGEF2,XP_021392237.1
GCF_014176215.1,RAPGEF2,XP_036089893.1
GCF_014176215.1,RAPGEF2,XP_036089894.1
GCF_000003025.6,RAPGEF2,XP_013834155.1
GCF_000003025.6,RAPGEF2,XP_020956964.1
GCF_002204375.1,RAPGEF2,XP_021516960.1
GCF_014108235.1,RAPGEF2,XP_036170707.1
GCF_000247695.1,RAPGEF2,XP_021103125.1
GCF_000247695.1,RAPGEF2,XP_004868627.1
GCF_006547405.1,RAPGEF2,XP_030721590.1
GCF_014108235.1,RAPGEF2,XP_036170709.1
GCF_000004195.4,RAPGEF2,KAE8630039.1
GCF_000004195.4,RAPGEF2,KAE8630040.1
GCF_000004195.4,RAPGEF2,KAE8630038.1
GCF_000004195.4,RAPGEF2,XP_031751661.1
GCF_000004195.4,RAPGEF2,XP_012811973.1
GCF_000247695.1,RAPGEF2,XP_021103126.1
GCF_000004195.4,RAPGEF2,KAE8630042.1
GCF_028641065.1,RAPGEF2,XP_055501964.1
GCF_000004195.4,RAPGEF2,KAE8630041.1
GCF_014108235.1,RAPGEF2,XP_036170708.1
GCF_000004195.4,RAPGEF2,KAE8630043.1
GCF_027744805.1,RAPGEF2,XP_054648982.1
GCF_000247695.1,RAPGEF2,EHA99233.1
GCF_027744805.1,RAPGEF2,XP_054648984.1
GCF_027744805.1,RAPGEF2,XP_054648980.1
GCF_011764305.1,RAPGEF2,CAI5652984.1
GCF_027744805.1,RAPGEF2,XP_054648983.1
GCF_011764305.1,RAPGEF2,CAI5652988.1
GCF_001858045.2,RAPGEF2,XP_025765901.1
GCF_001858045.2,RAPGEF2,XP_025765900.1
GCF_001858045.2,RAPGEF2,XP_025765898.1
GCF_001858045.2,RAPGEF2,XP_025765890.1
GCF_001858045.2,RAPGEF2,XP_019219528.1
GCF_011764305.1,RAPGEF2,CAI5652986.1
GCF_011764305.1,RAPGEF2,CAI5652987.1
GCF_900408965.1,RAPGEF2,XP_039866019.1
GCF_011764305.1,RAPGEF2,CAI5652993.1
GCF_011764305.1,RAPGEF2,CAI5652995.1
GCF_900408965.1,RAPGEF2,XP_039866017.1
GCF_900408965.1,RAPGEF2,XP_039866016.1
GCF_001858045.2,RAPGEF2,XP_025765902.1
GCF_001858045.2,RAPGEF2,XP_025765904.1
GCF_900408965.1,RAPGEF2,XP_039866015.1
GCF_001858045.2,RAPGEF2,XP_025765903.1
GCF_900408965.1,RAPGEF2,XP_039866024.1
GCF_900408965.1,RAPGEF2,XP_039866022.1
GCF_902827165.1,RAPGEF2,XP_033996782.1
GCF_028641065.1,RAPGEF2,XP_055501982.1
GCF_900408965.1,RAPGEF2,XP_039866023.1
GCF_900408965.1,RAPGEF2,XP_039866018.1
GCF_900408965.1,RAPGEF2,XP_039866021.1
GCF_900408965.1,RAPGEF2,XP_039866020.1
GCF_027744805.1,RAPGEF2,XP_054648985.1
GCF_011764305.1,RAPGEF2,CAI5652991.1
GCF_011764305.1,RAPGEF2,CAI5652990.1
GCF_027744805.1,RAPGEF2,XP_054648986.1
GCF_011764305.1,RAPGEF2,CAI5652992.1
GCF_011764305.1,RAPGEF2,CAI5652997.1
GCF_011764305.1,RAPGEF2,CAI5652996.1
GCF_001858045.2,RAPGEF2,XP_025765914.1
GCF_011764305.1,RAPGEF2,CAI5652994.1
GCF_011764305.1,RAPGEF2,CAI5652998.1
GCF_011764305.1,RAPGEF2,CAI5652999.1
GCF_001858045.2,RAPGEF2,XP_025765910.1
GCF_900408965.1,RAPGEF2,XP_039866025.1
GCF_009762305.2,RAPGEF2,XP_027453688.1
GCF_027744805.1,RAPGEF2,XP_054648987.1
GCF_011764305.1,RAPGEF2,CAI5653001.1
GCF_011764305.1,RAPGEF2,CAI5653000.1
GCF_900408965.1,RAPGEF2,XP_039866026.1
GCF_011764305.1,RAPGEF2,CAI5653002.1
GCF_001858045.2,RAPGEF2,XP_025765915.1
GCF_011764305.1,RAPGEF2,CAI5653003.1
GCF_011764305.1,RAPGEF2,CAI5653006.1
GCF_011764305.1,RAPGEF2,CAI5653007.1
GCF_011764305.1,RAPGEF2,CAI5653008.1
GCF_014108235.1,RAPGEF2,XP_036170710.1
GCF_011764305.1,RAPGEF2,CAI5653005.1
GCF_011764305.1,RAPGEF2,CAI5653004.1
GCF_011764305.1,RAPGEF2,CAI5653011.1
GCF_011764305.1,RAPGEF2,CAI5653012.1
GCF_027744805.1,RAPGEF2,XP_054648989.1
GCF_011764305.1,RAPGEF2,CAI5653009.1
GCF_011764305.1,RAPGEF2,CAI5653010.1
GCF_011764305.1,RAPGEF2,CAI5653013.1
GCF_011764305.1,RAPGEF2,CAI5653016.1
GCF_011764305.1,RAPGEF2,CAI5653015.1
GCF_011764305.1,RAPGEF2,CAI5653014.1
GCF_027744805.1,RAPGEF2,XP_054648988.1
GCF_900408965.1,RAPGEF2,XP_039866028.1
GCF_028641065.1,RAPGEF2,XP_055499236.1
GCF_028641065.1,RAPGEF2,XP_055499237.1
GCF_900408965.1,RAPGEF2,XP_039866027.1
GCF_028641065.1,RAPGEF2,XP_055499235.1
GCF_001858045.2,RAPGEF2,XP_019219543.1
GCF_011764305.1,RAPGEF2,CAI5653018.1
GCF_028641065.1,RAPGEF2,XP_055499239.1
GCF_001858045.2,RAPGEF2,XP_025765916.1
GCF_028641065.1,RAPGEF2,XP_055499238.1
GCF_027744805.1,RAPGEF2,XP_054648990.1
GCF_000001635.27,RAPGEF2,BAC41412.1
GCF_000151735.1,RAPGEF2,XP_023416103.1
GCF_000151735.1,RAPGEF2,XP_023417640.1
GCF_016699485.2,RAPGEF2,XP_040503183.1
GCF_000151735.1,RAPGEF2,XP_012996242.1
GCF_016699485.2,RAPGEF2,XP_040503182.1
GCF_001858045.2,RAPGEF2,XP_025765918.1
GCF_000090745.2,RAPGEF2,XP_008102952.1
GCF_016699485.2,RAPGEF2,XP_040503179.1
GCF_005870125.1,RAPGEF2,XP_021405213.1
GCF_016699485.2,RAPGEF2,XP_040503185.1
GCF_000090745.2,RAPGEF2,XP_016846949.1
GCF_000090745.2,RAPGEF2,XP_008102951.1
GCF_016699485.2,RAPGEF2,XP_015149567.3
GCF_016699485.2,RAPGEF2,XP_040503184.1
GCF_000090745.2,RAPGEF2,XP_016846948.1
GCF_000090745.2,RAPGEF2,XP_008102954.1
GCF_005870125.1,RAPGEF2,XP_021405208.1
GCF_016699485.2,RAPGEF2,XP_040503181.1
GCF_027595985.1,RAPGEF2,XP_004609892.2
GCF_028641065.1,RAPGEF2,XP_055499240.1
GCF_005870125.1,RAPGEF2,XP_021405214.1
GCF_005870125.1,RAPGEF2,XP_021405211.1
GCF_000090745.2,RAPGEF2,XP_008102953.1
GCF_016699485.2,RAPGEF2,XP_040503180.1
GCF_004329235.1,RAPGEF2,XP_028573845.1
GCF_000090745.2,RAPGEF2,XP_016846950.1
GCF_027595985.1,RAPGEF2,XP_054999007.1
GCF_019393635.1,RAPGEF2,XP_043846099.1
GCF_004329235.1,RAPGEF2,XP_028573844.1
GCF_027887165.1,RAPGEF2,XP_003339563.1
GCF_015852505.1,RAPGEF2,XP_038596714.1
GCF_005870125.1,RAPGEF2,XP_021405212.1
GCF_000247695.1,RAPGEF2,XP_004836695.1
GCF_004115215.2,RAPGEF2,XP_028906104.1
GCF_027595985.1,RAPGEF2,XP_004609894.2
GCF_006547405.1,RAPGEF2,XP_030725559.1
GCF_009762305.2,RAPGEF2,XP_035583460.1
GCF_002863925.1,RAPGEF2,NP_001288205.1
GCF_028641065.1,RAPGEF2,XP_055499241.1
GCF_011100685.1,RAPGEF2,XP_003431670.1
GCF_011100635.1,RAPGEF2,XP_036604734.1
GCF_009762305.2,RAPGEF2,XP_035583459.1
GCF_023065955.2,RAPGEF2,XP_026363684.1
GCF_004329235.1,RAPGEF2,XP_028573848.1
GCF_000003025.6,RAPGEF2,XP_005661686.2
GCF_004115215.2,RAPGEF2,XP_028906103.1
GCF_019393635.1,RAPGEF2,XP_043846098.1
GCF_018350175.1,RAPGEF2,XP_003980789.2
GCF_014570535.1,RAPGEF2,XP_036879332.1
GCF_027595985.1,RAPGEF2,XP_004609893.2
GCF_015220235.1,RAPGEF2,XP_037658168.1
GCF_019393635.1,RAPGEF2,XP_043846096.1
GCF_002863925.1,RAPGEF2,XP_023472679.1
GCF_011764305.1,RAPGEF2,XP_004737467.1
GCF_000003025.6,RAPGEF2,XP_020941062.1
GCF_004115215.2,RAPGEF2,XP_028906100.1
GCF_002099425.1,RAPGEF2,XP_020846828.1
GCF_000001635.27,RAPGEF2,XP_006532624.1
GCF_016699485.2,RAPGEF2,XP_040503190.1
GCF_027887165.1,RAPGEF2,XP_007473467.1
GCF_019393635.1,RAPGEF2,XP_043846101.1
GCF_004329235.1,RAPGEF2,XP_028573846.1
GCF_014108235.1,RAPGEF2,XP_036168216.1
GCF_003426925.1,RAPGEF2,XP_026255919.1
GCF_015852505.1,RAPGEF2,XP_038596715.1
GCF_027887165.1,RAPGEF2,XP_001366008.1
GCF_011100635.1,RAPGEF2,XP_036604731.1
GCF_000247695.1,RAPGEF2,XP_004836696.1
GCF_015852505.1,RAPGEF2,XP_038596712.1
GCF_004115215.2,RAPGEF2,XP_028906106.1
GCF_006547405.1,RAPGEF2,XP_030725560.1
GCF_014176215.1,RAPGEF2,XP_036080912.1
GCF_002863925.1,RAPGEF2,XP_001504513.1
GCF_000955945.1,RAPGEF2,XP_011945538.1
GCF_016699485.2,RAPGEF2,XP_040503189.1
GCF_000001635.27,RAPGEF2,XP_006532623.1
GCF_004115215.2,RAPGEF2,XP_028906099.1
GCF_019393635.1,RAPGEF2,XP_043846095.1
GCF_019393635.1,RAPGEF2,XP_043846100.1
GCF_011100635.1,RAPGEF2,XP_036604736.1
GCF_028641065.1,RAPGEF2,XP_055499243.1
GCF_011100685.1,RAPGEF2,XP_851886.2
GCF_004329235.1,RAPGEF2,XP_028598865.1
GCF_011100635.1,RAPGEF2,XP_036604730.1
GCF_009762305.2,RAPGEF2,XP_035583461.1
GCF_000247695.1,RAPGEF2,XP_004836697.1
GCF_000003025.6,RAPGEF2,XP_020941064.1
GCF_005870125.1,RAPGEF2,XP_021405217.1
GCF_004115215.2,RAPGEF2,XP_028906105.1
GCF_015220235.1,RAPGEF2,XP_037658170.1
GCF_019393635.1,RAPGEF2,XP_043846097.1
GCF_000955945.1,RAPGEF2,XP_011945537.1
GCF_023159225.1,RAPGEF2,XP_048189968.1
GCF_015852505.1,RAPGEF2,XP_038596713.1
GCF_011100635.1,RAPGEF2,XP_036604735.1
GCF_018350175.1,RAPGEF2,XP_044914604.1
GCF_002863925.1,RAPGEF2,XP_023472680.1
GCF_014570535.1,RAPGEF2,XP_036879333.1
GCF_000001635.27,RAPGEF2,NP_780467.2
GCF_011764305.1,RAPGEF2,XP_004737468.1
GCF_000003025.6,RAPGEF2,XP_020941063.1
GCF_017639785.1,RAPGEF2,XP_005067816.2
GCF_004115215.2,RAPGEF2,XP_028906102.1
GCF_027887165.1,RAPGEF2,XP_007473468.1
GCF_000247695.1,RAPGEF2,EHB11173.1
GCF_003426925.1,RAPGEF2,XP_026255920.1
GCF_014108235.1,RAPGEF2,XP_036168215.1
GCF_019393635.1,RAPGEF2,XP_043846102.1
GCF_016699485.2,RAPGEF2,XP_040503187.1
GCF_902635505.1,RAPGEF2,XP_031808932.1
GCF_011100685.1,RAPGEF2,XP_038508690.1
GCF_011100635.1,RAPGEF2,XP_036604732.1
GCF_014108235.1,RAPGEF2,XP_036168217.1
GCF_017639785.1,RAPGEF2,XP_012967035.2
GCF_014108235.1,RAPGEF2,XP_036168213.1
GCF_009762305.2,RAPGEF2,XP_035583463.1
GCF_000001635.27,RAPGEF2,NP_001239423.1
GCF_017639785.1,RAPGEF2,XP_012967034.2
GCF_011100685.1,RAPGEF2,XP_038508682.1
GCF_014176215.1,RAPGEF2,XP_015973836.2
GCF_004115215.2,RAPGEF2,XP_028906101.1
GCF_000955945.1,RAPGEF2,XP_011945540.1
GCF_005870125.1,RAPGEF2,XP_021405215.1
GCF_000004195.4,RAPGEF2,XP_017947620.1
GCF_006547405.1,RAPGEF2,XP_030725561.1
GCF_017639785.1,RAPGEF2,XP_012967033.2
GCF_027595985.1,RAPGEF2,XP_004609896.1
GCF_002863925.1,RAPGEF2,XP_023472681.1
GCF_014176215.1,RAPGEF2,KAF6448548.1
GCF_902635505.1,RAPGEF2,XP_031808930.1
GCF_018350175.1,RAPGEF2,XP_044914605.1
GCF_000004195.4,RAPGEF2,KAE8613964.1
GCF_902635505.1,RAPGEF2,XP_031808928.1
GCF_000955945.1,RAPGEF2,XP_011945539.1
GCF_000004195.4,RAPGEF2,NP_001361718.1
GCF_004115215.2,RAPGEF2,XP_028906111.1
GCF_019393635.1,RAPGEF2,XP_043846106.1
GCF_017639785.1,RAPGEF2,XP_005067818.2
GCF_902635505.1,RAPGEF2,XP_031808934.1
GCF_004329235.1,RAPGEF2,XP_028573851.1
GCF_027595985.1,RAPGEF2,XP_004609895.1
GCF_011764305.1,RAPGEF2,XP_044931476.1
GCF_902635505.1,RAPGEF2,XP_031808926.1
GCF_016699485.2,RAPGEF2,XP_040503188.1
GCF_014108235.1,RAPGEF2,XP_036168210.1
GCF_014176215.1,RAPGEF2,XP_015973839.1
GCF_000004195.4,RAPGEF2,KAE8613960.1
GCF_000004195.4,RAPGEF2,KAE8613962.1
GCF_014108235.1,RAPGEF2,XP_036168208.1
GCF_014108235.1,RAPGEF2,XP_036168214.1
GCF_014176215.1,RAPGEF2,XP_015973837.2
GCF_014108235.1,RAPGEF2,XP_036168209.1
GCF_902635505.1,RAPGEF2,XP_031808925.1
GCF_004115215.2,RAPGEF2,XP_028906109.1
GCF_017639785.1,RAPGEF2,XP_005067817.2
GCF_019393635.1,RAPGEF2,XP_043846104.1
GCF_011100635.1,RAPGEF2,XP_036604738.1
GCF_000151735.1,RAPGEF2,XP_013002195.1
GCF_004329235.1,RAPGEF2,XP_028573849.1
GCF_000004195.4,RAPGEF2,XP_017947622.1
GCF_902635505.1,RAPGEF2,XP_031808933.1
GCF_902635505.1,RAPGEF2,XP_031808924.1
GCF_000247695.1,RAPGEF2,XP_004836698.1
GCF_017639785.1,RAPGEF2,XP_012967036.2
GCF_000955945.1,RAPGEF2,XP_011945542.1
GCF_902635505.1,RAPGEF2,XP_031808931.1
GCF_006547405.1,RAPGEF2,XP_030725566.1
GCF_009762305.2,RAPGEF2,XP_035583465.1
GCF_000004195.4,RAPGEF2,KAE8613968.1
GCF_020740685.1,RAPGEF2,XP_004666643.1
GCF_000004195.4,RAPGEF2,XP_017947621.1
GCF_011100635.1,RAPGEF2,XP_036604737.1
GCF_000001635.27,RAPGEF2,EDL33532.1
GCF_902635505.1,RAPGEF2,XP_031808929.1
GCF_011764305.1,RAPGEF2,XP_044931478.1
GCF_011100685.1,RAPGEF2,XP_003431673.1
GCF_000955945.1,RAPGEF2,XP_011945541.1
GCF_023065955.2,RAPGEF2,XP_026363687.1
GCF_000247695.1,RAPGEF2,XP_004836699.1
GCF_902635505.1,RAPGEF2,XP_031808936.1
GCF_000001635.27,RAPGEF2,XP_006532627.1
GCF_011764305.1,RAPGEF2,XP_004737471.1
GCF_018350175.1,RAPGEF2,XP_044914608.1
GCF_014570535.1,RAPGEF2,XP_036879335.1
GCF_006547405.1,RAPGEF2,XP_030725562.1
GCF_000003025.6,RAPGEF2,XP_020941068.1
GCF_004115215.2,RAPGEF2,XP_028906108.1
GCF_014108235.1,RAPGEF2,XP_036168224.1
GCF_020740685.1,RAPGEF2,XP_045008344.1
GCF_003426925.1,RAPGEF2,XP_026255921.1
GCF_020740685.1,RAPGEF2,XP_045008343.1
GCF_000004195.4,RAPGEF2,KAE8613966.1
GCF_000001635.27,RAPGEF2,EDL33531.1
GCF_000003025.6,RAPGEF2,XP_020941067.1
GCF_000001635.27,RAPGEF2,XP_006532625.1
GCF_000001635.27,RAPGEF2,NP_001239425.1
GCF_014570535.1,RAPGEF2,XP_036879334.1
GCF_018350175.1,RAPGEF2,XP_044914606.1
GCF_900408965.1,RAPGEF2,XP_039888189.1
GCF_902635505.1,RAPGEF2,XP_031808927.1
GCF_014176215.1,RAPGEF2,KAF6448549.1
GCF_902635505.1,RAPGEF2,XP_031808942.1
GCF_027744805.1,RAPGEF2,XP_054610968.1
GCF_000955945.1,RAPGEF2,XP_011945545.1
GCF_020740685.1,RAPGEF2,XP_004666645.1
GCF_014176215.1,RAPGEF2,KAF6448555.1
GCF_000001635.27,RAPGEF2,XP_036012336.1
GCF_902635505.1,RAPGEF2,XP_031808940.1
GCF_000003025.6,RAPGEF2,XP_020941070.1
GCF_027744805.1,RAPGEF2,XP_054610966.1
GCF_017639785.1,RAPGEF2,XP_005067820.2
GCF_000955945.1,RAPGEF2,XP_011945544.1
GCF_027744805.1,RAPGEF2,XP_054610965.1
GCF_000004195.4,RAPGEF2,KAE8613971.1
GCF_000004195.4,RAPGEF2,XP_017947628.1
GCF_020740685.1,RAPGEF2,XP_004666644.1
GCF_006547405.1,RAPGEF2,XP_030725563.1
GCF_014108235.1,RAPGEF2,XP_036168212.1
GCF_000003025.6,RAPGEF2,XP_020941069.1
GCF_000001635.27,RAPGEF2,XP_017169837.1
GCF_018350175.1,RAPGEF2,XP_044914610.1
GCF_017639785.1,RAPGEF2,XP_005067819.2
GCF_027744805.1,RAPGEF2,XP_054610964.1
GCF_027887165.1,RAPGEF2,XP_016287264.1
GCF_004115215.2,RAPGEF2,XP_028906107.1
GCF_000004195.4,RAPGEF2,XP_017947623.1
GCF_017639785.1,RAPGEF2,XP_012967041.2
GCF_018350175.1,RAPGEF2,XP_044914609.1
